t,temp
2004-09-18,29.09656198
2004-09-19,29.38875207
2004-09-20,29.57467769
2004-09-21,29.49595041
2004-09-22,29.5077686
2004-09-23,29.52984298
2004-09-24,28.73133058
2004-09-25,28.04004959
2004-09-26,27.85466942
2004-09-27,27.80221488
2004-09-28,27.99022314
2004-09-29,28.4492562
2004-09-30,29.39728099
2004-10-01,28.92865289
2004-10-02,28.84642149
2004-10-03,28.90191736
2004-10-04,28.93899174
2004-10-05,28.4028595
2004-10-06,28.23753719
2004-10-07,28.09608264
2004-10-08,28.35849587
2004-10-09,28.21338843
2004-10-10,28.43141322
2004-10-11,27.7391157
2004-10-12,27.67490083
2004-10-13,27.36183471
2004-10-14,27.3252314
2004-10-15,27.58515702
2004-10-16,26.62771901
2004-10-17,26.97690909
2004-10-18,27.09256198
2004-10-19,27.3978595
2004-10-20,27.79164463
2004-10-21,28.11875207
2004-10-22,28.1078595
2004-10-23,27.79605785
2004-10-24,27.67163636
2004-10-25,27.81633058
2004-10-26,28.08335537
2004-10-27,28.39816529
2004-10-28,28.13064463
2004-10-29,27.22871901
2004-10-30,28.09046281
2004-10-31,27.99504132
2004-11-01,27.88444628
2004-11-02,27.93734711
2004-11-03,27.39497521
2004-11-04,27.10419008
2004-11-05,27.07152893
2004-11-06,27.03961983
2004-11-07,26.57078512
2004-11-08,26.47369421
2004-11-09,26.23533884
2004-11-10,26.23239669
2004-11-11,25.99861157
2004-11-12,26.16108264
2004-11-13,26.03609091
2004-11-14,26.02928099
2004-11-15,25.63945455
2004-11-16,25.42913223
2004-11-17,25.30933884
2004-11-18,26.16815702
2004-11-19,25.53768595
2004-11-20,25.3775124
2004-11-21,25.67359504
2004-11-22,25.8596281
2004-11-23,25.89141322
2004-11-24,25.85345455
2004-11-25,25.88764463
2004-11-26,26.13757025
2004-11-27,26.45204959
2004-11-28,26.43775207
2004-11-29,26.03085124
2004-11-30,26.06285124
2004-12-01,25.41104132
2004-12-02,25.21654545
2004-12-03,24.99206612
2004-12-04,24.97887603
2004-12-05,24.98590909
2004-12-06,25.03294215
2004-12-07,25.40845455
2004-12-08,25.06120661
2004-12-09,25.47257025
2004-12-10,25.50831405
2004-12-11,25.39657851
2004-12-12,25.06239669
2004-12-13,23.86514876
2004-12-14,23.52559504
2004-12-15,23.60393388
2004-12-16,24.12432231
2004-12-17,24.56709917
2004-12-18,24.77890909
2004-12-19,24.15350413
2004-12-20,24.02482645
2004-12-21,23.53676033
2004-12-22,23.54870248
2004-12-23,23.62070248
2004-12-24,23.39759504
2004-12-25,23.5861405
2004-12-26,23.62520661
2004-12-27,22.93261157
2004-12-28,22.78777686
2004-12-29,22.79473554
2004-12-30,22.98047934
2004-12-31,23.0538843
2005-01-01,22.99090083
2005-01-02,23.19594215
2005-01-03,22.84805785
2005-01-04,23.03466116
2005-01-05,23.05841322
2005-01-06,22.97319008
2005-01-07,23.4883719
2005-01-08,23.75114876
2005-01-09,23.78142149
2005-01-10,23.80323967
2005-01-11,23.5067686
2005-01-12,23.87584298
2005-01-13,23.91044628
2005-01-14,24.09708264
2005-01-15,24.3132314
2005-01-16,23.05222314
2005-01-17,23.07813223
2005-01-18,22.9312562
2005-01-19,22.38799174
2005-01-20,22.34341322
2005-01-21,22.27386777
2005-01-22,22.46076033
2005-01-23,22.59218182
2005-01-24,22.97432231
